平均速度,平均行驶速度,平均加速度,平均减速度,怠速时间比,加速时间比,减速时间比,速度标准差,加速度标准差
19.18,20.41,1.78,-1.52,0.11,0.46,0.50,5.65,2.08
9.47,14.20,14.20,0.0,0.33,0.50,0.00,8.20,10.04
30.97,31.87,2.29,-3.81,0.04,0.64,0.32,12.82,3.50
33.68,34.86,2.34,-3.13,0.04,0.59,0.40,12.42,3.36
12.62,14.46,1.15,-1.43,0.29,0.59,0.32,3.28,1.39
32.56,38.12,2.60,-3.82,0.18,0.58,0.37,17.69,4.06
30.13,30.31,1.29,-1.55,0.01,0.49,0.38,9.56,1.77
42.44,42.71,1.73,-1.46,0.01,0.46,0.53,13.68,2.70
26.06,26.58,0.89,-1.30,0.03,0.59,0.39,8.69,1.54
28.44,28.73,1.58,-1.72,0.01,0.61,0.35,9.29,1.89
19.45,19.82,1.08,-0.98,0.03,0.43,0.47,5.16,1.30
17.31,17.51,1.54,-0.93,0.03,0.38,0.59,2.56,1.59
11.78,24.76,1.08,-1.47,0.53,0.29,0.17,12.99,1.13
15.69,24.94,1.59,-1.58,0.40,0.37,0.35,12.26,1.78
30.77,32.79,1.59,-1.23,0.07,0.41,0.51,12.80,2.81
4.00,16.50,6.90,-2.90,0.88,0.43,0.29,5.55,6.71
59.65,75.75,1.49,-7.07,0.21,0.39,0.07,38.62,4.18
57.44,61.31,0.96,-1.06,0.07,0.43,0.38,27.41,1.75
39.41,40.29,2.21,-1.07,0.03,0.37,0.35,6.94,3.89
11.75,15.94,1.25,-0.97,0.36,0.47,0.44,6.25,1.43
0.88,10.70,3.42,-1.96,0.99,0.07,0.06,2.49,1.20
36.41,43.28,1.28,-1.80,0.17,0.52,0.35,20.35,2.89
10.71,16.98,2.48,-1.93,0.41,0.38,0.38,8.25,2.84
29.18,31.33,1.20,-2.17,0.09,0.64,0.31,12.92,2.15
27.09,31.25,3.21,-3.00,0.17,0.52,0.43,12.43,3.87
24.63,28.02,1.12,-1.58,0.15,0.55,0.39,10.63,1.95
12.65,25.10,24.90,0.0,0.50,1.00,0.00,17.61,0.00
9.80,17.10,8.55,0.0,0.44,0.25,0.00,8.70,5.04
9.43,17.10,15.40,-0.10,0.50,0.33,0.33,8.86,8.92
3.00,50.35,20.27,-5.87,0.96,0.07,0.07,10.29,8.74
31.52,32.99,21.00,-2.88,0.06,0.13,0.87,13.59,11.61
8.94,13.17,2.53,-1.32,0.36,0.29,0.38,6.23,2.31
7.31,16.11,1.40,-1.81,0.63,0.36,0.25,7.55,1.62
41.91,54.31,1.62,-1.85,0.23,0.42,0.35,26.68,2.92
13.11,14.42,0.85,-1.00,0.19,0.57,0.40,3.43,1.39
13.57,35.74,2.44,-1.43,0.62,0.26,0.12,17.91,1.74
18.28,30.25,1.17,-1.26,0.43,0.39,0.34,15.24,1.48
30.81,31.53,1.61,-3.41,0.03,0.65,0.26,8.30,3.80
66.18,68.20,1.82,-1.11,0.03,0.40,0.27,20.50,2.32
26.16,26.37,1.72,-0.86,0.01,0.15,0.04,4.57,1.54
1.47,10.70,4.07,-3.67,0.95,0.15,0.15,3.21,2.42
46.37,48.93,1.07,-0.95,0.06,0.42,0.47,18.80,1.35
35.45,39.56,1.17,-1.37,0.11,0.48,0.37,14.74,1.83
6.41,10.50,1.67,-1.70,0.88,0.47,0.40,3.53,2.41
24.27,26.06,0.99,-0.95,0.07,0.46,0.45,7.60,1.40
3.63,18.14,3.21,-1.40,0.80,0.13,0.13,7.34,1.74
24.51,25.92,1.03,-0.80,0.08,0.42,0.50,7.98,1.69
5.73,15.70,1.55,-1.36,0.70,0.24,0.24,7.14,1.33
18.36,21.48,2.20,-2.81,0.16,0.33,0.25,10.59,3.01
13.90,15.35,4.10,-0.10,0.20,0.50,0.25,3.28,3.37
29.50,35.29,2.36,-1.74,0.18,0.41,0.25,14.36,2.35
40.80,41.45,1.64,-2.20,0.02,0.55,0.40,21.56,2.38
10.57,10.95,0.60,0.0,0.33,1.00,0.00,0.67,0.71
11.47,14.20,14.20,0.0,0.19,0.02,0.00,5.65,1.99
16.44,20.07,1.25,-1.84,0.24,0.59,0.36,7.67,1.80
23.04,25.23,2.31,-2.08,0.11,0.48,0.43,7.60,5.26
40.00,48.35,1.21,-1.22,0.18,0.39,0.38,20.46,2.87
21.16,38.36,1.55,-2.25,0.46,0.39,0.26,21.79,2.90
12.48,13.43,1.46,-0.67,0.22,0.62,0.38,2.06,1.37
2.82,15.03,2.40,-1.18,0.85,0.12,0.20,5.49,1.29
5.87,24.65,2.99,-2.97,0.78,0.18,0.15,10.62,2.11
27.13,38.04,1.08,-1.88,0.29,0.47,0.23,19.96,1.84
31.06,32.85,1.90,-1.98,0.07,0.51,0.44,10.56,2.45
87.06,87.62,0.85,-0.93,0.01,0.46,0.39,22.18,2.95
42.07,57.85,1.43,-3.17,0.29,0.61,0.25,29.56,2.57
8.70,10.30,1.35,0.0,0.67,1.00,0.00,1.42,1.06
23.18,28.42,1.60,-1.00,0.20,0.50,0.31,13.03,2.59
6.88,10.80,2.60,-1.34,0.89,0.38,0.62,2.63,2.29
28.24,32.14,1.18,-0.98,0.13,0.42,0.49,13.03,1.46
28.57,30.04,1.08,-1.95,0.06,0.64,0.29,9.48,2.09
43.13,43.68,1.74,-3.07,0.02,0.62,0.33,11.48,3.15
22.54,23.71,4.96,-5.93,0.05,0.21,0.15,8.00,5.04
8.10,10.00,1.70,-1.90,0.75,0.67,0.33,1.49,2.31
14.77,37.34,2.64,-3.48,0.60,0.20,0.14,19.22,4.59
6.78,16.07,1.36,-0.69,0.58,0.19,0.22,8.34,1.02
11.22,35.15,1.86,-2.23,0.68,0.18,0.14,17.35,1.53
61.93,62.98,2.07,-2.16,0.02,0.46,0.40,15.99,4.74
4.68,12.50,7.35,-2.22,0.69,0.17,0.42,5.87,3.97
37.07,42.97,0.60,-0.93,0.14,0.47,0.29,17.56,0.98
18.02,33.22,2.13,-1.34,0.47,0.39,0.28,17.19,2.45
2.56,10.00,3.22,-1.67,0.95,0.21,0.37,3.89,2.84
44.74,68.43,1.48,-2.08,0.35,0.39,0.27,37.47,1.81
17.66,18.32,1.48,-0.85,0.04,0.46,0.44,4.42,2.13
9.55,14.23,1.32,-1.96,0.45,0.63,0.26,6.15,2.47
30.83,38.00,22.90,-29.30,0.19,0.12,0.04,16.06,11.10
11.84,13.75,1.27,0.0,0.43,1.00,0.00,2.95,1.27
63.06,69.37,1.52,-2.95,0.09,0.60,0.29,27.22,3.28
28.07,47.70,2.90,-2.11,0.41,0.26,0.33,26.70,3.94
17.28,19.04,1.38,-1.19,0.14,0.45,0.43,5.31,1.60
40.24,43.84,1.13,-1.52,0.09,0.51,0.37,19.34,1.95
4.32,12.30,2.82,-2.36,0.91,0.45,0.42,3.36,3.00
2.65,10.00,9.80,0.0,0.75,0.33,0.00,4.90,5.66
3.01,22.90,11.35,0.0,0.90,0.22,0.00,7.19,5.82
9.82,13.90,5.90,-1.30,0.40,0.50,0.25,5.61,5.47
3.54,11.20,5.60,-6.40,0.86,0.33,0.17,4.66,4.58
24.20,40.23,1.27,-2.11,0.42,0.48,0.27,21.34,1.91
13.22,42.44,1.42,-1.45,0.70,0.24,0.12,21.48,1.04
44.47,47.37,1.58,-1.70,0.06,0.48,0.44,17.13,1.97
8.95,11.20,2.50,-2.90,0.75,0.67,0.33,2.01,3.93
20.37,45.17,2.49,-0.57,0.55,0.11,0.03,23.31,1.11
8.75,10.48,0.96,-0.90,0.54,0.42,0.33,1.96,1.20
11.60,23.20,23.20,0.0,0.50,1.00,0.00,16.40,0.00
37.76,56.58,96.35,-42.95,0.33,0.25,0.50,58.88,90.91
5.49,14.10,2.50,-2.09,0.64,0.23,0.23,6.93,2.27
12.31,17.05,0.72,-1.44,0.47,0.67,0.24,5.73,1.31
49.63,58.00,2.61,-2.32,0.15,0.43,0.43,28.55,5.51
8.97,11.30,5.30,-3.60,0.67,0.50,0.50,2.71,6.29
2.19,12.78,2.11,-0.98,0.92,0.20,0.28,3.56,1.54
26.75,30.97,1.46,-1.29,0.14,0.41,0.44,12.32,1.75
8.57,14.34,1.73,-1.17,0.58,0.43,0.57,5.77,1.83
55.38,56.19,1.21,-1.69,0.02,0.43,0.29,18.28,2.24
12.58,12.74,0.91,-0.97,0.05,0.61,0.33,1.61,1.20
8.72,10.00,1.35,0.0,0.50,0.67,0.00,1.48,1.31
17.72,20.09,1.54,-1.18,0.12,0.51,0.36,8.17,2.30
39.03,43.76,1.94,-1.94,0.11,0.45,0.44,17.32,4.33
21.65,31.62,1.46,-1.69,0.32,0.42,0.30,16.48,1.71
0.26,13.38,2.16,-0.33,0.98,0.02,0.01,1.84,0.67
6.24,13.97,3.34,-1.90,0.59,0.31,0.19,7.07,2.56
52.17,54.86,1.05,-1.16,0.05,0.48,0.43,15.81,2.56
33.54,36.79,1.28,-1.96,0.09,0.55,0.35,14.55,2.12
11.58,19.56,2.14,-2.47,0.42,0.35,0.25,9.93,2.47
42.26,46.09,1.75,-1.11,0.10,0.38,0.55,17.58,2.69
35.22,36.09,1.25,-0.89,0.03,0.41,0.55,13.42,1.56
8.12,31.79,1.68,-1.45,0.75,0.14,0.14,14.32,1.26
7.37,17.64,0.98,-0.73,0.77,0.36,0.42,6.55,1.14
1.15,10.63,2.14,-0.10,0.93,0.12,0.02,3.10,0.81
11.98,38.55,1.93,-2.89,0.69,0.22,0.13,18.72,2.06
42.16,46.47,0.85,-0.82,0.10,0.44,0.42,17.40,1.21
33.01,36.01,1.17,-1.42,0.09,0.49,0.36,13.06,1.93
41.44,42.86,0.92,-1.15,0.03,0.49,0.36,11.12,1.52
2.74,16.30,2.18,-1.28,0.91,0.17,0.08,4.96,1.20
22.08,36.70,1.78,-1.42,0.40,0.25,0.28,19.36,1.97
10.69,12.16,0.99,-1.50,0.36,0.70,0.20,2.28,1.18
22.47,36.10,1.28,-1.45,0.39,0.34,0.26,18.29,1.49
2.20,10.30,1.52,-1.97,0.99,0.34,0.23,3.04,1.86
3.51,33.46,19.85,-0.91,0.90,0.00,0.03,10.25,1.65
26.07,33.84,2.23,-1.86,0.24,0.42,0.36,16.51,2.45
21.41,21.63,1.29,-1.35,0.02,0.52,0.46,5.01,1.68
16.73,35.76,2.95,-2.01,0.54,0.22,0.28,19.28,2.15
21.86,37.03,2.55,-3.42,0.42,0.36,0.26,21.32,2.79
10.44,27.96,1.49,-1.79,0.64,0.21,0.16,13.63,1.50
11.11,24.40,10.17,-1.50,0.55,0.08,0.41,12.88,4.97
28.56,33.55,1.14,-1.22,0.16,0.52,0.30,13.46,1.47
14.05,14.85,1.52,-0.80,0.15,0.42,0.50,2.62,1.26
4.70,24.36,3.33,-0.90,0.81,0.19,0.02,9.81,1.79
3.05,12.20,12.20,0.0,0.75,0.33,0.00,6.10,7.04
69.48,72.21,1.45,-1.70,0.04,0.52,0.38,23.41,2.21
7.52,10.15,1.30,-0.91,0.79,0.44,0.56,2.05,1.51
33.60,34.81,0.73,-0.98,0.04,0.50,0.37,9.62,1.24
33.52,42.71,1.43,-1.54,0.22,0.40,0.33,20.06,2.83
7.01,16.51,4.54,-2.06,0.61,0.17,0.33,8.44,2.83
7.54,10.30,1.87,-0.73,0.78,0.38,0.38,2.01,1.26
13.47,18.72,3.51,-1.87,0.29,0.30,0.39,9.32,2.99
44.80,47.09,1.41,-1.80,0.05,0.54,0.39,20.07,3.27
3.25,10.25,1.16,-1.29,0.93,0.33,0.26,3.35,1.25
13.40,17.10,14.80,0.0,0.25,0.33,0.00,7.40,8.54
8.77,26.06,1.80,-2.42,0.67,0.23,0.11,13.30,1.72
20.69,24.04,2.06,-2.70,0.16,0.56,0.39,10.34,3.51
15.62,17.08,1.96,-2.05,0.17,0.64,0.18,3.62,2.42
10.00,10.50,0.75,-0.60,0.50,0.67,0.33,0.65,0.85
7.87,14.28,0.82,-0.90,0.57,0.39,0.34,6.31,1.07
4.05,17.90,1.96,-1.70,0.80,0.15,0.17,7.21,1.30
61.83,62.42,1.34,-1.09,0.01,0.67,0.29,20.28,1.30
22.26,24.02,2.39,-1.90,0.11,0.16,0.15,10.13,2.57
25.30,50.50,25.25,0.0,0.50,0.67,0.00,29.10,28.98
35.10,35.38,0.71,-1.00,0.01,0.52,0.35,7.96,1.72
32.15,32.93,1.08,-0.99,0.02,0.45,0.47,9.00,2.67
73.19,74.73,2.13,-4.14,0.02,0.69,0.26,22.85,5.52
8.14,11.55,3.87,-8.60,0.60,0.75,0.25,4.76,7.28
6.46,11.38,3.00,-1.80,0.56,0.50,0.12,5.35,2.22
2.76,10.20,0.75,-0.90,0.95,0.30,0.22,3.11,0.77
2.71,26.89,2.18,-2.27,0.91,0.10,0.08,7.84,1.35
11.50,12.65,2.10,0.0,0.33,1.00,0.00,2.13,0.85
65.60,73.48,1.62,-1.24,0.11,0.39,0.45,28.17,3.68
22.52,22.90,1.02,-0.82,0.03,0.42,0.50,7.41,1.22
4.26,21.40,1.57,-1.15,0.82,0.13,0.16,8.39,1.31
57.55,58.30,1.35,-2.79,0.01,0.66,0.29,20.81,2.56
43.65,48.12,1.02,-0.87,0.09,0.40,0.45,20.41,1.26
3.32,10.10,1.15,-1.43,0.97,0.32,0.25,3.60,1.13
37.67,38.06,2.10,-2.48,0.01,0.36,0.29,7.36,3.75
19.02,31.18,2.17,-5.91,0.40,0.56,0.15,16.75,4.25
18.48,25.47,1.31,-1.07,0.29,0.35,0.39,12.33,1.57
11.65,12.08,1.47,-1.65,0.17,0.60,0.40,1.69,2.14
5.92,14.20,14.20,-0.43,0.60,0.11,0.33,7.14,4.80
1.56,16.79,2.54,-1.70,0.92,0.08,0.07,4.75,1.16
24.92,32.63,1.66,-1.86,0.26,0.43,0.37,17.23,2.02
0.66,10.60,5.30,-3.27,0.98,0.04,0.06,2.37,1.58
18.71,32.54,2.51,-2.45,0.43,0.35,0.31,17.42,2.72
28.38,33.52,1.36,-0.92,0.16,0.33,0.43,14.12,1.67
6.93,16.70,3.96,-2.23,0.73,0.50,0.40,7.19,3.73
8.90,11.20,0.94,0.0,0.71,0.83,0.00,1.96,0.65
18.29,30.83,2.89,-2.02,0.41,0.27,0.35,18.73,2.43
3.01,15.19,2.50,-2.59,0.88,0.14,0.12,5.48,1.76
10.29,13.14,2.29,-0.84,0.27,0.36,0.48,5.37,1.75
3.61,14.66,1.01,-0.59,0.81,0.17,0.28,5.60,1.28
20.60,24.74,1.42,-1.23,0.21,0.46,0.49,9.46,1.74
17.67,21.12,1.93,-1.41,0.22,0.48,0.52,8.41,2.02
18.65,24.87,8.80,0.0,0.25,1.00,0.00,12.48,13.01
11.58,20.48,2.32,-2.34,0.45,0.34,0.25,10.44,2.88
3.08,11.25,3.90,-2.22,0.80,0.16,0.21,4.89,2.84
13.91,14.15,1.32,-1.22,0.05,0.52,0.48,2.09,1.63
13.21,15.63,1.64,-1.21,0.26,0.50,0.39,4.63,1.68
23.31,33.04,1.87,-1.92,0.30,0.42,0.37,17.63,2.35
17.35,18.85,2.10,-2.60,0.14,0.62,0.38,5.70,2.64
2.09,14.64,2.78,-2.04,0.89,0.09,0.10,4.86,1.39
36.41,52.75,2.03,-1.98,0.31,0.37,0.34,28.01,2.19
9.39,13.53,1.33,-1.82,0.60,0.64,0.36,3.98,1.78
16.33,16.84,1.62,-1.09,0.05,0.47,0.53,4.03,1.63
14.52,19.82,1.59,-1.49,0.29,0.40,0.39,9.97,1.93
26.78,31.95,1.58,-1.28,0.20,0.44,0.52,15.12,1.69
12.75,13.47,1.75,-1.40,0.17,0.45,0.55,2.83,2.01
11.90,23.80,23.80,0.0,0.50,1.00,0.00,16.83,0.00
48.76,49.72,1.25,-1.13,0.02,0.43,0.44,14.85,1.64
24.61,35.34,1.75,-2.18,0.31,0.41,0.30,17.85,2.25
8.39,10.30,0.88,-0.60,0.67,0.50,0.25,1.49,0.85
49.80,50.89,1.73,-1.39,0.02,0.51,0.18,12.90,2.25
19.13,35.79,1.17,-1.31,0.47,0.34,0.28,19.02,1.39
32.01,35.67,1.91,-1.73,0.11,0.41,0.44,17.28,3.51
18.74,42.95,1.45,-1.82,0.57,0.30,0.17,22.53,1.48
50.23,52.45,0.97,-1.33,0.04,0.53,0.38,14.95,1.86
35.04,38.23,58.80,-5.04,0.08,0.09,0.82,16.83,19.37
37.20,47.74,1.47,-2.92,0.23,0.54,0.27,24.76,2.50
11.67,30.21,1.87,-3.49,0.70,0.14,0.04,12.78,1.46
14.64,16.00,6.80,0.0,0.20,0.25,0.00,3.04,3.40
6.23,16.00,10.25,-4.50,0.67,0.40,0.20,7.77,7.72
22.73,26.27,2.43,-3.41,0.15,0.60,0.28,11.44,3.06
65.64,66.41,1.18,-1.25,0.01,0.50,0.46,18.43,1.78
43.72,44.09,1.38,-1.42,0.01,0.49,0.44,14.68,2.44
64.79,68.76,1.54,-1.56,0.06,0.48,0.40,22.65,3.50
28.87,29.84,1.50,-1.49,0.05,0.56,0.44,7.71,2.02
15.81,19.45,1.42,-1.61,0.21,0.47,0.37,7.93,2.07
28.86,33.72,1.34,-1.51,0.15,0.45,0.38,13.46,2.20
50.03,50.59,1.22,-0.90,0.01,0.49,0.32,10.11,1.68
1.40,11.13,2.92,-2.90,0.93,0.10,0.07,3.34,1.37
16.95,32.90,1.56,-1.08,0.49,0.45,0.08,17.39,1.33
13.08,30.91,10.26,-2.20,0.62,0.14,0.61,15.74,7.49
10.17,15.25,8.55,0.0,0.33,1.00,0.00,9.00,6.86
6.48,17.84,1.48,-1.19,0.67,0.22,0.22,8.37,1.30
10.17,29.33,2.93,-1.23,0.71,0.20,0.44,12.94,3.65
18.24,51.65,2.11,-2.04,0.65,0.18,0.13,25.65,2.69
2.93,13.58,1.18,-1.21,0.89,0.25,0.22,4.51,1.07
11.66,14.35,2.20,-1.71,0.35,0.44,0.44,4.35,2.51
9.53,11.91,1.14,-0.89,0.42,0.44,0.39,3.14,1.27
27.33,42.19,1.85,-1.60,0.35,0.30,0.34,25.14,1.83
9.45,12.08,1.32,-1.05,0.55,0.60,0.40,2.85,1.49
8.48,13.50,8.40,-1.43,0.80,0.25,0.75,3.32,4.99
27.79,30.61,2.53,-2.44,0.12,0.57,0.43,11.53,3.23
33.12,34.95,1.33,-1.83,0.06,0.52,0.35,12.27,1.88
10.68,11.08,1.27,-1.25,0.17,0.60,0.40,1.34,1.50
17.41,19.45,1.57,-1.19,0.12,0.42,0.45,6.34,2.07
39.46,39.62,1.49,-1.73,0.00,0.48,0.31,12.16,3.06
10.94,24.40,1.76,-1.54,0.55,0.23,0.23,13.34,1.66
15.82,16.00,0.96,-0.56,0.02,0.38,0.51,3.09,1.00
18.56,19.58,1.48,-0.77,0.09,0.50,0.41,5.15,1.30
12.29,16.92,0.68,-0.46,0.32,0.34,0.48,7.09,0.71
52.58,59.81,2.25,-1.89,0.12,0.38,0.44,25.51,4.57
37.87,41.81,1.16,-1.45,0.10,0.50,0.39,16.06,1.57
4.70,10.00,1.95,-1.51,0.97,0.36,0.42,3.82,2.59
14.36,22.30,2.48,-1.38,0.47,0.34,0.59,9.85,2.44
10.37,11.12,1.47,-0.90,0.33,0.60,0.40,1.32,1.44
10.77,16.61,1.30,-1.72,0.53,0.58,0.39,6.18,1.96
7.13,11.43,1.00,-1.28,0.82,0.53,0.39,3.58,1.69
1.20,11.64,2.26,-1.49,0.94,0.08,0.11,3.23,1.12
16.05,25.23,37.80,-4.63,0.36,0.10,0.60,14.94,13.14
6.62,11.93,2.66,-2.53,0.56,0.62,0.38,5.57,3.60
8.62,10.50,1.07,-0.50,0.83,0.60,0.40,1.27,0.92
1.19,14.39,2.60,-2.43,0.92,0.06,0.03,4.06,1.06
25.89,29.60,1.50,-1.80,0.16,0.54,0.42,10.92,2.04
27.45,33.69,2.26,-2.22,0.22,0.51,0.49,15.01,2.92
2.28,10.10,2.04,-3.03,0.91,0.24,0.14,3.89,2.09
83.81,87.74,0.67,-0.76,0.05,0.47,0.35,24.92,1.21
9.60,11.60,1.57,-0.60,0.60,0.75,0.25,2.10,1.32
9.83,12.59,0.91,-0.90,0.44,0.67,0.33,3.43,1.18
32.45,35.09,1.23,-1.39,0.09,0.50,0.43,15.19,1.78
2.24,18.64,2.89,-1.31,0.90,0.06,0.10,5.99,1.08
7.19,13.15,0.68,-0.77,0.71,0.53,0.35,4.13,0.94
10.38,11.82,0.98,-1.27,0.38,0.42,0.25,2.05,1.19
8.28,24.43,1.85,-1.68,0.67,0.18,0.17,12.16,1.44
13.60,14.86,1.07,-1.90,0.19,0.60,0.27,3.27,1.65
23.33,32.93,1.80,-1.49,0.30,0.32,0.37,16.52,3.27
27.27,28.12,2.14,-2.86,0.05,0.67,0.33,8.45,3.76
11.62,46.50,46.50,0.0,0.75,0.33,0.00,23.25,26.85
1.24,11.15,6.30,-1.48,0.93,0.07,0.21,3.10,2.55
4.44,12.97,2.09,-1.19,0.70,0.14,0.22,5.99,1.62
20.87,22.46,2.29,-0.90,0.09,0.29,0.66,9.77,3.69
18.78,19.08,1.61,-2.01,0.03,0.59,0.38,3.50,2.38
1.98,13.64,1.21,-1.30,0.94,0.19,0.17,3.65,1.00
11.54,22.22,3.09,-2.68,0.49,0.27,0.29,11.68,2.97
4.41,10.82,1.15,-1.60,0.77,0.40,0.20,4.66,1.59
23.52,25.92,2.47,-1.68,0.12,0.42,0.58,10.28,2.66
30.88,42.84,1.14,-1.40,0.29,0.42,0.33,22.11,2.22
22.40,34.31,1.70,-5.10,0.36,0.68,0.02,18.74,1.87
31.78,50.73,1.02,-1.09,0.38,0.42,0.17,27.15,1.17
5.41,16.89,4.00,-3.38,0.72,0.18,0.18,7.74,2.51
7.96,21.46,1.23,-1.08,0.75,0.39,0.41,8.73,1.32
21.10,23.01,1.83,-1.78,0.11,0.44,0.44,7.17,4.15
2.02,16.55,1.93,-2.07,0.90,0.07,0.06,5.27,1.00
15.35,38.59,1.54,-2.29,0.61,0.24,0.16,20.25,1.62
16.01,17.60,2.46,-1.29,0.19,0.33,0.47,4.08,2.14
19.40,21.24,1.42,-2.08,0.14,0.71,0.24,5.75,2.18
8.87,30.27,2.70,-2.51,0.71,0.18,0.13,14.63,1.92
7.49,21.07,1.79,-1.74,0.64,0.22,0.16,10.58,1.98
10.44,14.89,2.85,-1.53,0.54,0.35,0.57,4.55,2.42
27.07,29.62,1.15,-1.90,0.11,0.58,0.33,10.64,2.15
13.00,18.03,2.97,-2.32,0.31,0.36,0.43,9.25,3.48
10.40,23.18,2.63,-3.23,0.57,0.26,0.21,13.11,2.53
10.22,10.43,1.10,-0.30,0.25,0.33,0.67,0.49,0.81
11.34,12.11,1.26,-0.96,0.21,0.38,0.38,1.85,1.18
37.28,37.83,4.05,-4.23,0.01,0.36,0.18,19.07,7.89
21.11,23.55,1.82,-1.90,0.16,0.54,0.29,6.43,2.60
13.87,16.21,3.47,-2.36,0.19,0.35,0.45,6.57,3.85
32.42,48.22,8.40,-1.43,0.33,0.10,0.53,23.33,5.62
17.39,38.62,3.08,-3.66,0.56,0.28,0.21,19.99,4.41
25.22,42.16,0.82,-1.06,0.40,0.31,0.22,21.78,1.07
27.37,28.58,1.26,-1.22,0.06,0.48,0.46,7.61,1.88
9.40,10.90,1.00,-0.27,0.62,0.43,0.43,1.27,0.75
40.93,41.04,0.96,-1.15,0.00,0.49,0.41,9.89,1.79
7.27,24.12,1.85,-1.51,0.72,0.17,0.17,11.23,1.37
13.91,14.19,0.73,-0.60,0.06,0.73,0.13,2.07,0.62
52.53,53.39,3.89,-1.89,0.02,0.34,0.64,22.81,9.18
9.07,12.49,0.71,-0.68,0.68,0.54,0.38,2.75,0.82
11.96,24.91,2.16,-1.55,0.54,0.22,0.29,12.88,1.89
17.93,28.22,2.07,-1.63,0.39,0.38,0.32,14.20,1.97
0.37,12.02,2.36,-2.03,0.97,0.02,0.02,2.02,0.57
5.02,16.57,3.28,-1.78,0.79,0.21,0.36,6.54,3.05
23.43,23.66,1.30,-1.77,0.02,0.55,0.38,8.25,2.01
49.05,53.71,1.12,-1.10,0.09,0.41,0.38,19.19,1.69
10.09,12.06,1.28,-0.90,0.31,0.42,0.52,3.24,1.27
9.34,10.10,0.80,-0.53,0.88,0.43,0.57,0.77,0.94
52.68,56.84,2.68,-1.66,0.07,0.33,0.53,21.31,6.94
10.03,19.10,1.38,-1.42,0.52,0.34,0.31,9.72,1.45
23.46,24.17,1.21,-1.01,0.04,0.44,0.50,5.44,1.53
6.69,10.20,1.65,-2.07,0.88,0.57,0.43,2.44,2.27
10.94,28.39,18.50,-2.98,0.65,0.08,0.47,15.60,8.25
29.85,32.70,1.12,-1.92,0.11,0.67,0.30,11.22,1.90
12.45,15.35,1.35,-0.94,0.31,0.38,0.50,4.91,1.58
9.90,11.33,2.55,-1.35,0.40,0.50,0.50,2.10,2.66
31.54,32.17,1.12,-1.06,0.03,0.47,0.48,9.38,1.52
32.95,37.53,2.08,-0.72,0.15,0.81,0.19,15.38,1.76
9.29,10.90,0.98,-0.67,0.78,0.50,0.50,1.19,0.99
0.46,10.17,3.23,-0.97,0.96,0.06,0.04,2.06,1.27
33.37,44.71,1.98,-1.80,0.26,0.35,0.38,23.53,2.31
30.88,36.27,1.16,-1.67,0.16,0.55,0.34,14.83,2.03
55.97,66.44,1.45,-1.99,0.16,0.48,0.34,31.48,2.24
27.14,30.87,1.37,-4.20,0.17,0.73,0.22,11.41,2.79
19.62,19.92,2.26,-1.67,0.03,0.41,0.51,4.05,2.58
2.63,10.88,1.97,-1.85,0.86,0.17,0.17,4.23,1.32
10.50,10.98,0.40,0.0,0.38,0.86,0.00,0.90,0.41
17.96,32.45,1.37,-1.25,0.46,0.29,0.30,16.68,1.49
36.73,41.70,1.42,-1.17,0.12,0.39,0.46,17.05,2.76
8.97,20.86,2.46,-1.69,0.59,0.21,0.27,10.69,1.82
9.36,13.65,1.44,-1.44,0.62,0.50,0.40,3.84,1.88
18.78,29.44,1.91,-4.09,0.38,0.55,0.24,15.54,3.06
11.38,14.00,1.70,-1.16,0.45,0.50,0.50,3.35,1.95
35.88,36.18,2.88,-2.16,0.01,0.43,0.55,13.78,5.74
25.25,26.08,1.75,-2.15,0.04,0.52,0.41,7.80,2.44
34.78,37.08,0.74,-0.51,0.08,0.60,0.30,11.00,0.80
1.04,11.00,5.50,-2.10,0.97,0.06,0.13,2.85,1.91
27.50,28.94,2.99,-3.08,0.07,0.52,0.46,8.48,4.11
10.31,17.25,2.96,-2.94,0.47,0.50,0.36,8.36,3.61
29.00,37.58,1.85,-1.89,0.24,0.45,0.41,17.36,2.31
20.61,21.93,3.63,-4.43,0.10,0.67,0.33,5.31,5.15
25.99,31.14,1.13,-1.64,0.17,0.55,0.34,13.32,1.98
25.61,27.10,1.39,-2.18,0.07,0.62,0.31,12.07,2.29
30.39,32.35,1.17,-1.45,0.08,0.59,0.41,11.48,1.84
19.72,22.30,2.13,-1.36,0.14,0.44,0.46,9.30,2.33
48.64,48.84,1.00,-1.42,0.00,0.53,0.36,13.17,3.99
43.92,67.44,1.54,-1.47,0.35,0.31,0.31,36.17,1.79
25.11,34.29,1.93,-0.79,0.28,0.47,0.35,16.13,2.08
1.87,10.60,5.30,-0.30,0.90,0.22,0.11,3.92,2.67
0.51,11.41,1.20,-1.38,0.98,0.04,0.03,2.05,0.40
10.57,15.19,1.27,-1.59,0.43,0.53,0.32,6.25,1.87
26.42,27.98,1.31,-1.62,0.07,0.57,0.40,8.96,2.81
90.63,91.60,0.94,-1.03,0.01,0.29,0.26,24.09,3.14
10.12,16.05,2.14,-2.12,0.48,0.55,0.25,7.44,2.56
24.92,26.71,2.17,-4.75,0.09,0.61,0.24,9.84,4.56
27.64,38.17,1.19,-0.97,0.28,0.30,0.34,18.01,1.26
